Url,Page,Direction
https://www.bucataras.ro/retete/mancare-de-linte-verde-95090.html,1,"Lași lintea verde la înmuiat peste noapte. A doua zi o clătești și umpli vasul cu apă rece, astfel încât cojile să se ridice la suprafață și să le poți îndepărta ușor. Le mai frămânți cu mâna, până se decojesc. Într-o tigaie, cu puțin ulei, călești ceapa albă tocată mărunt și morcovul ras, cu sare după gust, adaugi și frunzele de ceapă verde tocate. Gătești astfel cam 5 minute. Adaugi lintea scursă de apă, apoi acoperi cu apă și lași să fiarbă maxim 15 minute. Spre final, pregătești sosul, adaugi sucul de roșii și mai lași să fiarbă cam 5 minute, apoi iei focul. Servești cu pătrunjel proaspăt tocat mărunt.   Poftă Bună!   Dacă vă place reţeta mea, o puteţi găsi şi pe blogul meu: https://ancutsa-cuisine.blogspot.com/2021/03/mancare-de-linte-verde.html youtube: https://www.youtube.com/watch?v=XdML0Zl22V0"
https://www.bucataras.ro/retete/mancare-de-stevie-95096.html,1,"Ceapa curățată și mărunțită se pune la călit în ulei și puțină apă, până ce devine translucidă. Între timp se frunzele de ștevie, usturoiul verde se curăță, apoi se taie grosier și se adaugă peste ceapa călită. Se amestecă, asezonează de sare, piper, pastă de roșii, pastă de ardei se adaugă apă cca. 300 ml, cât să o acopere, apoi se lasă la gătit cca. 20 minte la foc mic, până se gătește ștevia. Mâncarea se mănâncă fierbinte alături de mămăligă sau pâine.   Spor și poftă bună!"
https://www.bucataras.ro/retete/fasole-boabe-cu-spanac-in-sos-de-rosii-95110.html,1,"Tocam ceapa fin si o calim in uleiul incins. Stingem cu rosiile pasate. Adaugam pasta de ardei, foile de dafin, cimbru, piper si putina sare. Fierbem cateva minute, apoi adaugam putina apa calda si fasolea scursa. Fierbem pana se leaga sosul, potrivim de sare si adaugam spanacul. Punem capacul  pentru 2-3 minute si lasam sa se inmoaie usor. Amestecam usor, adaugam mararul si oprim focul. Lasam 5 minute acoperita cu capac si putem servi cu paine prajita.  "
https://www.bucataras.ro/retete/supa-crema-de-ciuperci-pleurotus-95127.html,1,"Ia un vas de 3 l.si pune apa in el. Pune vasul pe foc. Legumele curatate,spalate,taiate in bucatati mari se pun la fiert. Ciupercilecuratate,spalate se taie/rup in bucati mari. Cand legumele sunt aproape fierte, adauga ciupercile. Dupa ce au fiert si ciupercile ia vasul de pe foc si lasa-l sa se raceascaputin. Scoate legumele si pune-le in blender si marunteste-le bine pana devin o crema. Adauga in vasul blenderului zeama in care au fiert legumele putin cate putin pana obtii o consistenta ca aluatul de clatite. Blendeaza putin si adauga smantana. Sareaza /pipereaza si serveste supa crema cu crutoane sau paine ."
https://www.bucataras.ro/retete/dovlecei-pane-de-post-95146.html,1,"Mai intai se spala bine dovleceii pe coaja si se feliaza in rondele. Se asaza pe o tava, sau un blat intins si se presara cu sare. Se lasa asa pana elimina din lichid, apoi se tamponeaza cu prosoape de hartie absorbante. Intre timp, se incalzesc cuburile de legume in putina apa, doar ca sa se dilueze. Se adauga sare si piper si 3 linguri de faina. Se amesteca si rezulta o compozitie ca o ciulama. Rondelele de dovlecei se trec prin faina si se introduc in aceasta compozitie.  Se scot cu o furculita, se trec prin pesmet si se rumenesc in ulei incins. Se intorc de pe o parte pe cealalta si se scot pe prosoape absorbante. Sunt foarte gustosi, mai ales calzi, serviti cu mujdei!"
https://www.bucataras.ro/retete/supa-cu-ciuperci-de-post-95147.html,1,"Se curata ceapa. Se taie marunt si se pune la calit in ulei, in oala in care se va prepara supa. Morcovii si patrunjelul se curata, se spala si se taie cubulete mici. Se pun si acestea peste ceapa si se lasa sa se caleasca impreuna. Se toarna 2.5 litri de apa peste legume, se adauga si telina lasata intreaga si se lasa sa fiarba. Intre timp se curata ciupercile si se taie felii. Se pun la calit in uleiul incins intr-o cratita. Se amesteca pentru a se cali pe toate partile, se adauga si putina sare. Dupa ce sui-au schimbat usor culorea, se toarna 2-3 polonice cu supa din oala cu legume si se lasa sa fiarba inabusit timp de 20 de minute. Dupa ce a trecut timpul, se toarna ciupercile in oala cu legume si se lasa sa mai fiarba impreuna.  Orezul se fierbre separat in apa cu putina sare. Dupa ce fierbe, se pune in oala cu legume, se adauga si sucul de rosii, se condimenteaza cu sare si putin piper, dupa gust si se lasa sa dea cateva clocote impreuna. La final se adauga patrunjelul tocat, se acopera oala cu un capac pentru 10 minute apoi se poate servi. Pofta buna!"
https://www.bucataras.ro/retete/sarmale-cu-pasat-si-ciuperci-brune-95160.html,1,"Curatam ceapa si o taiem marunt. O punem la calit intr-o cratita cu uleiul incins.  Ciupercile le curatam, le spalam apoi le taiem cubulete mici. Le punem la calit peste ceapa. Adaugam si pasta de ardei sau boia si amestecam. Intre timp spalam pasatul si orezul apoi le punem in cratita cu ceapa si ciuperci. Amestecam bine apoi condimentam cu sare si piper dupa gust. Le mai lasam putin la calit impreuna apoi luam cratita de pe foc. Luam foile de varza pregatite inainte (tinute in apa rece daca este nevoie) si impachetam sarmalele. O parte din varza se taie fideluta. Luam o oala incapatoare, turnam uleiul apoi punem varza taiata fideluta. Asezam sarmalele iar deasupra mai punem un strat subtire de varza taiata. Se umple oala cu apa cat sa treaca de ssrmale cu vreo doua degete bune si se pune pe foc. Se da focul tare pana incepe sa fiarba apa apoi se reduce. Se lasa sa fiarba la foc domol cca 2 ore. Dupa ce au trecut cele 2 ore, luam o sarma si o gustam. Daca e fiarta si e pe gustul nostru, oprim focul, daca nu, mai lasam sa fiarba pana sunt gata. Pofta buna!"
https://www.bucataras.ro/retete/taitei-cu-varza-de-post-95236.html,1,"C urățăm ceapa, o spălăm, după care o tocăm mărunt și o călim până ce se inmoaie și devine transparentă ca sticla. Desfacem foile de varză și îndepărtăm cotorul și nervurile. Dacă este prea acră, o punem în apă rece, cam 10-15 minute, după care o punem la scurs, într-o strecurătoare. Tăiem varză fideluțe cât mai su b țiri sau o tocăm mărunt, cum ne place .  Punem varza peste ceapă și le călim împreună, până ce se inmoaie bine și varza.  C ondimentă m  cu piper, după gust,  iar la nevoie punem și puțină sare . F ierb em pastele în apă clocotită cu puțină sare, conform indicațiilor de pe ambalaj. Când sunt fierți tăițeii,   îi  clăt im cu apă rece  și  îi  l ă să m  puțin la scurs.  Punem tăițeii fierți peste  varză   și  amestecă m  cu grijă, ca să nu zdrobim  tăiței . La nevoie  mai adăug ăm  sare  și  piper, după gust. Poftă bună!"
https://www.bucataras.ro/retete/tabouleh-a-la-panacris-95347.html,1,"Într-un vas se pun cerealele, apoi se adaugă cca. 125 ml apă rece, apoi se pun la fiert și se lasă cca. 5 minute după ce clocotesc. Apoi se strecoară și se lasă la răcorit. Ceapa verde și hasnațuchi se curăță și toacă mărunt. Roșiile se spală și se taie cubulețe. Într-un vas încăpător se amestecă cerealele fierte, cubulețele de roșii, ceapa verde și hasmațuchi mărunțit, se asezonează de sare și piper, apoi se lasă la rceecca. 15 minute, cât să se împrietenească aromele.   Spor și poftă bună! "
https://www.bucataras.ro/retete/hummus-cu-lipii-95570.html,1,"   Lipii:  se amesteca cele doua tipuri de faina ,cu sarea si bicarbonatul (eu nu l-am stins).Se adauga apa si uleiul de masline.Se amesteca putin, doar cat sa se formeze coca.Daca este prea lipicios, mai adaugati putina faina.Sa nu-l framantati prea mult, pentru ca se va intari! Se lasa sa se odihneasca 20 minute,acoperit.    Pentru hummus:  se pun toate ingredientele intr-un robot de bucatarie, se mixeaza si gustati daca mai trebuie sare sau zeama lamaie.     Aluatul pentru lipii, se intinde , se decupeaza forma dorita.Eu am decupat cu un vas de plastic,cu diametru de 15 cm .Au iesit 8 lipii. Am pregatit o tigaie de clatite, am uns-o cu ulei, am pus-o pe ochiul mare,pana s-a incins.Apoi am  pus cate 1 lipie si am micsorat flacara . Se intorc, cand sunt rumenite.Nu le lasati prea mult, in tigaie, pentru ca vor deveni uscate.Am procedat la fel si cu celelalte.     Eu am servit hummusul cu lipii si salata de legume."
https://www.bucataras.ro/retete/fasole-scazuta-de-post-95613.html,1,"Fasolea se pune in apa de seara pana dimineata. A doua zi se spala si se pune la fiert in oala sub presiune 1 ora cu 2 ligurite de vageta si foile de dafin. Ceapa se taie marunt se pune in cratita cu uleiul si se caleste 2-3 minute. Se pune putina apa se adauga boiaua, piper si sare si se fierbe aprox 5 minute. Se adauga fasolea si pastea de tomate si se mai fierbe 10-15 minute. Se potriveste de sare(eu pun si o jumatate lingurita zahar) si este gata. Se serveste cu ceapa rosie sau muraturi. Pofta Buna!"
https://www.bucataras.ro/retete/tocana-de-cartofi-noi-95621.html,1,"Cartofii se curata, se spala si se taie cuburi. Ceapa se curata si se toaca marunt. Ardeii se curata, se spala si se taie patratele. Intr-o cratita se pune uleiul si ceapa si se caleste 3-4 minute. Se pune vegeta, boia afumata si piper. Se adauga ardeii si se mai caleste 2-3 minute. Se pun cartofii, apa sa ii acopere si se lasa la fiert 15-20 minute. Se adauga rosiile taiate, se amesteca bine si se mai lasa la fiert 5-10 minute. Se poate introduce in cuptor pana scade cat va place. Se adauga mararul tocat marunt, se potriveste de gust si este gata. Se mananca simpla cu salata sau muraturi. Pofta Buna!"
https://www.bucataras.ro/retete/varza-murata-calita-de-post-95644.html,1,"Varza se pune la desarat in apa rece de seara pana dimineata, se toaca fideluta si se stoarce bine. Ceapa se curata si se toaca marunt, se pune in ulei si se caleste 4-5 minute. Se presara boiaua si piperul. Se adauga varza si se pune apa pana aproape sa acopere varza. Se lasa la fiert 30-40 minute amestecand din cand in cand. Cand apa aproape a scazut se introduce in cuptorul preancalzit la 180 grade C pentru circa o ora. Cand s-a rumenit frumos si se vede uleiul este gata.   Pofta Buna!  "
https://www.bucataras.ro/retete/salata-de-dovlecei-de-post-95647.html,1,"Curatam dovleceii de coaja si ii taiem cuburi. Ii punem la fiert pana se inmoaie intr-un oala acoperiti cu apa si un praf de sare. Scurgem dovleceii bine si ii lasam sa se raceasca. Dupa ce s-au racit ii mixam bine. Procedam la fel si cu cartoful intr-un vas separat. Dupa ce s-a racit il presam cu dosul unei furculite, adaugam mustarul,sare, zeama de lamaie si frecam cu uleiul obtinand o maioneza de post. Amestecam cele 2 compozitii la care adaugam piperul si busuiocul. Dam salata la rece pana in momentul servirii. Servim cu paine prajita."
https://www.bucataras.ro/retete/pasta-de-naut-cu-avocado-si-busuioc-95649.html,1,"Punem nautul scursul intr-un vas inalt. Taiem avocado pe jumatate, scoatem samburii, scoatem miezul cu o lingura si il punem peste naut. Punem si frunzele de busuioc, usturoiul curatat de coaja, sare, piper dupa gust, zeama de lamaie apoi incepem sa mixam turnand uleiul de masline pana obtinem o pasta. Punem pasta intr-un vas nemetalic acoperit si dam la frigider pana in momentul servirii. Servim pasta cu paine prajita."
https://www.bucataras.ro/retete/mancare-de-naut-cu-vinete-95752.html,1,"  Curatam si spalam legumele. Morcovul il taiem rondele subtiri, ceapa o tocam fin, ardeiul gras il taiem cubulete mici. Vanata o descojim si o taiem cuburi mai mari. Presaram putina sare si o punem intr-o sita pentru 20 de minute. Intr-o tigaie adanca punem la calit ceapa si morcovul. Adaugam ardeiul gras, apoi cubuletele de vinete. Intre timp radem rosiile si le fierbem 10 minute daca sunt prea apatoase. Cand legumele sunt moi, punem rosiile, foile de dafin, cimbru, busuic,boia, sare si piper si fierbem 10 minute. Adaugam nautul si potrivim de sare si piper. Oprim focul si presaram patrunjelul verde."
https://www.bucataras.ro/retete/mancare-de-ardei-copti-cu-rosii-si-usturoi-95820.html,1,"Ardeii kapia ii coci, la foc sau la cuptor. Ii cureti si le detasezi cotoarele. Ii desfaci in fasii subtiri, pe care le tai apoi in doua. Rosiile le oparesti pentru cateva secunde, apoi le cureti pielita. Pui o tigaie inalta la incins si torni uleiul. Cat timp se infierbanta toci marunt cele doua cepe. Cand uleiul e fierbinte, pui ceapa si calesti, amestecand usor cand si cand, pana cand se inmoaie. Toci marunt rosiile si le pui peste ceapa. Continui sa amesteci pentru inca 5 minute. Adaugi apoi ardeii si omogenizezi. Ardeii mei au lasat suficienta zeama, incat n-a fost nevoie sa mai pun nimic. Daca nu ai suficient lichid, pune putina apa. Potriveste gustul de sare, pune crenguta de cimbru si da focul la mic spre mediu. Fierbe totul pentru 20 minute, amestecand cand si cand. Intre timp sosul va scadea si se va ingrosa usor. Gusti, vezi daca mai trebuie sare si adaugi patrunjelul verde tocat (nu pune prea mult) si cateii de usturoi tocati marunt. Mai lasa pentru 2 minute, apoi opreste focul si lasa mancarea 10 minute, sa se imprieteneasca toate aromele, apoi poti servi. Mie imi place foarte mult si rece. Sub nicio forma nu-i strica o lingura de mujdei de usturoi deasupra 😀"
https://www.bucataras.ro/retete/clatite-de-post-95843.html,1,"Într-un vas se cerne făina. Se adaugă sarea, zahărul vanilat şi zahărul tos. Se pune şi amidonul. Se amestecă bine cu un tel. Apa carbogazoasă se adaugă uşor-uşor, astfel încât să nu se formeze cocoloaşe. La final, se pune uleiul şi se mai amestecă puţin. Clătitele se prăjesc, la foc mediu, într-o tigaie antiaderentă. Tigaia mea are 26 de centimetri. Se servesc cu umplutura preferată (cremă de ciocolată tartinabilă, gem etc.)."
https://www.bucataras.ro/retete/mancare-de-conopida-95859.html,1,"Conopida se taie in buchetele si se opareste 5 minute in apa fierbinte cu un praf de sare. Cepele se taie solzisori si se calesc in uleiul incins. Adaugam ardeiul kapia tocat marunt si amestecam. Rosiile se rad si se pun peste legumele calite. Punem si bulionul si amestecam.  Acum este randul condimentelor:adaugam sarea, piperul, frunza de dafin si busuiocul. Fierbem pentru 15 minute impreuna. Asezam conopida intr-o tava sau intr-o cratita lata. Turnam sosul peste ea si dam la cuptor la 170°Ce pentru 20 de minute. La final presaram patrunjel tocat."
https://www.bucataras.ro/retete/hummus-de-fasole-96046.html,1,"Daca nu aveti fasole gata fiarta, spalati fasolea, o puneti la inmuiat in apa rece cateva ore, apoi o puneti la fiert intr-o oala sub presiune. Scurgeti fasolea si o lasati sa se raceasca. Punem semintele de susan intr-o tigaie uscata la foc si amestecam ocazional pana semintele se rumenesc usor. Scoatem semintele intr-un castron si le lasam sa se raceasca, apoi le macinam. Taiem usturoiul felii. Punem fasolea intr-un vas inalt, adaugam susanul, sarea, piperul, usturoiul, zeama de lamaie,uleiul si cu ajutorul unui blender vertical o transformam intr-o pasta fina. Punem pasta intr-un castron,iar deasupra decoram cu boiaua si putin ulei de masline.  "
https://www.bucataras.ro/retete/ciuperci-coapte-cu-verdeturi-de-post-96049.html,1,"Trecem ciupercile printr-un jet de apa rece si le scurgem bine. Rupem piciorusele si le taiem marunt. Intr-o tigaie punem 1 lingura ulei de masline si calim ciupercile tocate impreuna cu putina sare si piper macinat.Oprim focul si adaugam mararul si patrunjelul. Umplem palariile cu acest amestec. Coacem ciupercile fie intr-o tava in cuptor fie in aparatul Crock Pot, asa cum am facut eu. Pornim aparatul Crock-Pot pe unctia coacere la 130 de grade pentru 1 ora. Cand aparatul s-a incalzit asezam ciupercile si le stropim cu uleiul ramas. Servim ciupercile reci ca aperitiv.  "
https://www.bucataras.ro/retete/mancare-greceasca-de-fasole-verde-fasolakia-96061.html,1,"Curatam cartofii, ii spalam bine si ii taiem in bucati mari. Feliem usturoiul. Punem la foc o oala in care punem uleiul de masline. Cand acesta se incinta punem usturoiul, iar dupa ce acesta incepe sa isi elibereze aroma adaugam fasolea verde. Amestecam ocazional pana fasolea incepe sa se inmoaie si adaugam cartofii. Stingem cu apa calda cat sa cuprinda legumele, adaugam foaia de dafin si cimbru, putina sare si fierbem 10 minute. Adaugam rosiile, piperul, legumele deshidratate si oregano si fierbem pana sosul se leaga."
